artnr;artsuch;artbez1;artbez2;artbez3;vk1;zeichnr;zeichindex;warengru;artgru;rabgru;provgru;charakter;artbezmem;vk2;vk3;vk4;vk5;vk6;vk7;vk8;vk9;peinheit;meinheit;katseite;kennz1;kennz2;kennz3;musternr;dokuartnr;arbplanr;pruefplanr;lagartnr;rabkz;provkz;mwst;gewicht;bruttogew;leg_anteil;mass1;mass2;mass3;veinheit;stahl;werkzeugnr;wzanlage;wzinfo;sollmass1;sollmassa;pruefmitt1;sollmass2;sollmassb;pruefmitt2;sollmass3;sollmassc;pruefmitt3;sollmass4;sollmassd;pruefmitt4;sollmass5;sollmasse;pruefmitt5;signiernr;stempelung;bemmem;bemmem2;bemmem3;bemmem4;bemmem5;bemtext;letzt_zu;letzt_ab;letzt_erh;letzt_ek;letzt_lief;letzt_kalk;mindmengnr;staffkz;abmenge1;dm_proz1;abmenge2;dm_proz2;abmenge3;dm_proz3;abmenge4;dm_proz4;abmenge5;dm_proz5;abmenge6;dm_proz6;abmenge7;dm_proz7;abmenge8;dm_proz8;lagerbest;mehrorte;serien;lagerplatz;dispogru;mindbest;maxbest;losgroesse;wbzeit;leistung;aend_apla;aend_stuli;aend_pruef;sperrkz;auf_art;liefbed;lagertage;warennr;verpackart;versandart;artgru6;mus_hnr;verftage;ekbasis;kunde;zone;sz;kurvensatz;automat;cncprog;stlaenge;schlweite;stgewicht;querschn;durchm_a;durchm_i;geslaenge;abstich_mm;mus_hsuch;mus_lnr;stdpfad;mus_lsuch;kalk_mek;mus_rueck;mus_ausg;rev_pruef;kosttr;kalk_mgk;mus_hdat;etireport;tz;ursprland;lz;kalk_fek;rev_apla;kalk_fgk;rev_stuli;zuschfakt;fixum1;fixum2;preisindiv;sp_bez1;sp_bet1;sp_bez2;sp_bet2;sp_bez3;sp_bet3;sp_bez4;sp_bet4;metallart;mlaenge;mbreite;mstaerke;rahmenart;rlaenge;rbreite;rstaerke;kat1;katseite1;kat2;katseite2;kat3;katseite3;kat4;katseite4;tempart;abmenge9;dm_proz9;abmenge10;dm_proz10;vktext1;vktext2;vktext3;vktext4;vktext5;vktext6;vktext7;vktext8;vktext9;gaufschl;pauschalkz;paucharge;zeichform;empb_druck;sperre;invdatum;mahnkz;sperreart;shopexport;betaufart;bildpfad1;bildpfad2;bildpfad3;bildpfad4;bildpfad5;kostst;kalk_fk;kalk_mk;kalk_aus;bildpfad6;bildpfad7;bildpfad8;bildpfad9;bildpfad10;bildpfad11;bildpfad12;artgru1;artgru2;artgru3;artgru4;artgru5;aktionsvk1;vonaktdat;bisaktdat;kennz4;kennz5;gkvor;letzt_adat;auslagmeng;garantiemo;letztkalib;tagekalib;tsaktivkz;tsgewcls;sktokz;artbez1eng;artbez2eng;eisbest;vktext10;liefabmeng;artnrlief;letzt_ang;neu_user;neu_datum;aend_user;aend_datum;servreport
40.10.7691;HALTER;Halter;;;0;018 02 08;d;;KZ00;KZ00;KZ00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;10.07.2025;16.10.2025;  -   -;22.15;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;;;WAHR;;X:\MASCHINEN\KZW 20\KZW 20 BILDER CAD_MODEL\018 02 08B HALTER.JPG;T:\01 JOST AG\05 PRODUKTION\11 EIGENPRODUKTE JOST\018 KZW 20\02 BAUGRP STEUERPULT\018 02 07A VERRIEGELUNG.PDF;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/010-SRV-CTS-01 # cad1;08.11.2012;03/006-OPD-PC03 # kmizmizi;07.05.2025;
40.10.7692;ZYLINDERLASCHE;Zylinderlasche;St-37, 50x90x6;gemäss dxf-File 3 45 0650-;0;1 45 0218, Pos 26;a;;170;170;170;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;23.02.2016;15.03.2017;  -   -;8.3;82005;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/010-SRV-CTS-01 # cad1;12.11.2012;01/010-SRV-CTS-01 # cad1;12.11.2012;
40.10.7693;STÜTZFUSSLASCHE;Stützfusslasche;St-37, 67.7x96.4x8;gemäss dxf-File 3 45 0650-;0;1 45 0218, Pos 11;a;;170;170;170;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;22.11.2012;21.01.2014;  -   -;3;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/010-SRV-CTS-01 # cad1;12.11.2012;01/010-SRV-CTS-01 # cad1;12.11.2012;
40.10.7694;BLECH HINTEN;Blech hinten;;;0;018 14 02;a;;KZ00;KZ00;KZ00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;03.03.2025;04.01.2019;20.11.2012;10.8;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;11.09.2025;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;X:\MASCHINEN\KZW 20\KZW 20 BILDER CAD_MODEL\018 14 02A BLECH HINTEN.JPG;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;20.11.2012;01/007-TILA-RDS01 # maschine;14.08.2017;
40.10.7695;BLECH TOPSIDE;Blech Topside;;;0;018 14 04;a;;KZ00;KZ00;KZ00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;03.03.2025;12.12.2019;  -   -;19.05;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;X:\MASCHINEN\KZW 20\KZW 20 BILDER CAD_MODEL\018 14 04A BLECH TOPSIDE.JPG;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;20.11.2012;01/007-TILA-RDS01 # maschine;14.08.2017;
40.10.7696;LASCHE;Lasche;;;0;018 14 06;-;;KZ00;KZ00;KZ00;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;03.03.2025;12.12.2019;  -   -;0.9;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;X:\MASCHINEN\KZW 20\KZW 20 BILDER CAD_MODEL\018 14 06- LASCHE.JPG;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;20.11.2012;01/007-TILA-RDS01 # maschine;14.08.2017;
40.10.7697;LEHER KETTENSCHUTZ;Lehre Kettenschutz;;;0;018 14 10;-;;DIV;DIV;DIV;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;18.07.2018;04.01.2019;  -   -;40.8;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;20.11.2012;01/007-TILA-RDS01 # maschine;14.08.2017;
40.10.7698;FUSS UNTEN;Fuss unten;St-37, 70x70x6;gemäss dxf-File 021 012 12- La;0;021 12 12;-;;DIV;DIV;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;19.10.2015;22.10.2015;  -   -;2.8;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;28.11.2012;01/007-SRV-CTS-01 # cad2;28.11.2012;
40.10.7699;FUSS OBEN;Fuss oben;St-37, 70x70x6;gemäss dxf-File 021 012 21- La;0;021 012 21;-;;DIV;DIV;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;19.10.2015;22.10.2015;  -   -;2.8;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;28.11.2012;01/004-N7-12 # rschuepbach;14.09.2015;
40.10.7700;BEFESTIGUNGSPLATTE;Befestigungsplatte;St-37, 360x100x8;gemäss dxf-File 40.10.7700 La;0;40.10.7700;-;;LO00;LO00;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;10.03.2016;21.03.2016;  -   -;6.94;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;10.12.2012;01/007-SRV-CTS-01 # cad2;13.12.2012;
40.10.7701;GRUNDPLATTE;Grundplatte;St-37, 131x131x6;gemäss dxf-File 40.10.7701 La;0;40.10.7701;-;;LO00;LO00;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.01.2015;24.07.2019;  -   -;3.1;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;13.12.2012;01/007-SRV-CTS-01 # cad2;13.12.2012;
40.10.7702;ARM RUND;Arm rund;St-37, 240x40x6;gemäss dxf-File 40.10.7702 La;0;40.10.7702;-;;LO00;LO00;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.01.2015;11.02.2015;  -   -;2.15;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;13.12.2012;01/007-SRV-CTS-01 # cad2;13.12.2012;
40.10.7703;ARM SCHRÄG;Arm schräg;St-37, 240x40x6;gemäss dxf-File 40.10.7703 La;0;40.10.7703;-;;LO00;LO00;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.01.2015;11.02.2015;  -   -;2.15;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;13.12.2012;01/007-SRV-CTS-01 # cad2;13.12.2012;
40.10.7704;ARM GEBOGEN;Arm gebogen;St-37, 180x40x6;gemäss dxf-File 40.10.7704 La;0;40.10.7704;-;;LO00;LO00;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;28.01.2015;11.02.2015;  -   -;1.8;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;13.12.2012;01/007-SRV-CTS-01 # cad2;13.12.2012;
40.10.7705;SEITENBLECH;Seitenblech;St-37, 650x120x4;gemäss dxf-File 016 001 01 03a La;0;016 001 01 03;a;;190;190;190;HW;(Laserteil für linkes und rechten Teil verwendbar);0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;17.04.2023;13.08.2023;  -   -;35.6;78038;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;16.01.2013;03/010-JOS-PC02 # aschuepbach;10.05.2017;
40.10.7706;SCHLIESSER;Schliesser;St-37, 55x15x3;gemäss dxf-File 016 001 01 02- La;0;016 001 01 02;-;;190;190;190;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;22.06.2023;13.08.2023;  -   -;0.27;77017;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;16.01.2013;01/007-SRV-CTS-01 # cad2;16.01.2013;
40.10.7707;GRUNDPLATTE;Grundplatte Lagerbock;;;203;120 09 02;-;;EROO;EROO;EROO;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;24.10.2019;31.10.2025;07.08.2019;93;89035;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;FALSCH;FALSCH;KELLER 1.0;MB1;1;0;0;0;0;07.08.2017;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A2;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;28.01.2024;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;17.01.2013;03/010-TIB-NB02 # aschuepbach;07.08.2019;
40.10.7707-L;GRUNDPLATTE;Grundplatte Lagerbock;;;0;120 09 02;-;;190;190;190;ROH;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;51;86008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;MONT 3.1;;0;0;0;0;0;09.06.2016;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-JOS-NB05 # r.schuepbach;07.08.2017;01/004-JOS-NB05 # r.schuepbach;07.08.2017;
40.10.7708;GEGENPLATTE;Gegenplatte;St-37, 167x40x6;gemäss dxf-File 4 05 0255- La;0;4 05 0251, Pos. 2;-;;190;190;190;FERT;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;16.06.2016;14.11.2016;  -   -;5.42;82008;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;13.06.2016;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;A1;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;17.01.2013;01/004-JOS-NB05 # r.schuepbach;13.06.2016;
40.10.7709;BEFESTIGUNGSBLECH;Befestigungsblech;1.4301, 145x120x3;gemäss dxf-File 3 05 0576- La;0;3 05 0575;-;;190;190;190;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;12.02.2013;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WAHR;WAHR;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-SRV-CTS-01 # cad2;22.01.2013;01/007-SRV-CTS-01 # cad2;22.01.2013;
