artnr;artsuch;artbez1;artbez2;artbez3;vk1;zeichnr;zeichindex;warengru;artgru;rabgru;provgru;charakter;artbezmem;vk2;vk3;vk4;vk5;vk6;vk7;vk8;vk9;peinheit;meinheit;katseite;kennz1;kennz2;kennz3;musternr;dokuartnr;arbplanr;pruefplanr;lagartnr;rabkz;provkz;mwst;gewicht;bruttogew;leg_anteil;mass1;mass2;mass3;veinheit;stahl;werkzeugnr;wzanlage;wzinfo;sollmass1;sollmassa;pruefmitt1;sollmass2;sollmassb;pruefmitt2;sollmass3;sollmassc;pruefmitt3;sollmass4;sollmassd;pruefmitt4;sollmass5;sollmasse;pruefmitt5;signiernr;stempelung;bemmem;bemmem2;bemmem3;bemmem4;bemmem5;bemtext;letzt_zu;letzt_ab;letzt_erh;letzt_ek;letzt_lief;letzt_kalk;mindmengnr;staffkz;abmenge1;dm_proz1;abmenge2;dm_proz2;abmenge3;dm_proz3;abmenge4;dm_proz4;abmenge5;dm_proz5;abmenge6;dm_proz6;abmenge7;dm_proz7;abmenge8;dm_proz8;lagerbest;mehrorte;serien;lagerplatz;dispogru;mindbest;maxbest;losgroesse;wbzeit;leistung;aend_apla;aend_stuli;aend_pruef;sperrkz;auf_art;liefbed;lagertage;warennr;verpackart;versandart;artgru6;mus_hnr;verftage;ekbasis;kunde;zone;sz;kurvensatz;automat;cncprog;stlaenge;schlweite;stgewicht;querschn;durchm_a;durchm_i;geslaenge;abstich_mm;mus_hsuch;mus_lnr;stdpfad;mus_lsuch;kalk_mek;mus_rueck;mus_ausg;rev_pruef;kosttr;kalk_mgk;mus_hdat;etireport;tz;ursprland;lz;kalk_fek;rev_apla;kalk_fgk;rev_stuli;zuschfakt;fixum1;fixum2;preisindiv;sp_bez1;sp_bet1;sp_bez2;sp_bet2;sp_bez3;sp_bet3;sp_bez4;sp_bet4;metallart;mlaenge;mbreite;mstaerke;rahmenart;rlaenge;rbreite;rstaerke;kat1;katseite1;kat2;katseite2;kat3;katseite3;kat4;katseite4;tempart;abmenge9;dm_proz9;abmenge10;dm_proz10;vktext1;vktext2;vktext3;vktext4;vktext5;vktext6;vktext7;vktext8;vktext9;gaufschl;pauschalkz;paucharge;zeichform;empb_druck;sperre;invdatum;mahnkz;sperreart;shopexport;betaufart;bildpfad1;bildpfad2;bildpfad3;bildpfad4;bildpfad5;kostst;kalk_fk;kalk_mk;kalk_aus;bildpfad6;bildpfad7;bildpfad8;bildpfad9;bildpfad10;bildpfad11;bildpfad12;artgru1;artgru2;artgru3;artgru4;artgru5;aktionsvk1;vonaktdat;bisaktdat;kennz4;kennz5;gkvor;letzt_adat;auslagmeng;garantiemo;letztkalib;tagekalib;tsaktivkz;tsgewcls;sktokz;artbez1eng;artbez2eng;eisbest;vktext10;liefabmeng;artnrlief;letzt_ang;neu_user;neu_datum;aend_user;aend_datum;servreport
10.10.0000;KANBAN KW;Kanban Kiener+Wittlin;;;0;;;;DIV;DIV;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;24.08.2022;  -   -;  -   -;674.35;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-JOS-NB05 # wmeyer;10.07.2020;01/004-JOS-NB05 # wmeyer;18.05.2022;
10.10.0001;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;10X160;DIN 571 Stahl;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;03.01.2011;03.01.2011;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;02.11.2010;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;100125;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.00019;SPANNHÜLSEN SCHWER;Spannhülsen schwer;6X40;DIN 1481 (ISO 8752);0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0.2;81001;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-JOS-NB08 # maschine;31.01.2017;01/007-JOS-NB08 # maschine;31.01.2017;
10.10.0002;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;6X35;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;X:\MAJESTY\BILDER_PDF_ STÜCKLISTEN\JASINOX\WILCO\M000.008.918-01.PDF;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/004-SRV-CTS-01 # rschuepbach;13.02.2014;
10.10.0003;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;6X40;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0004;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;6X45;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.00047;POP NIETE;BLINDNIETEN STANDARD SSD 66 SSBS;;;0;;;;DIV;DIV;DIV;HW;;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;06.03.2017;  -   -;31.01.2017;0.64;72072;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;M;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/007-JOS-NB08 # maschine;31.01.2017;01/004-JOS-NB05 # wmeyer;02.12.2021;
10.10.0005;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;6X50;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/007-N7-15 # phunziker;11.08.2015;
10.10.0006;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;6X60;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0007;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;8X40;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0008;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;8X50;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0009;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;8X60;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;11.01.2020;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;103194;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0010;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;8X70;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0011;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;8X80;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;S355J2+C;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;32002;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0012;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;10X60;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;03.01.2011;03.01.2011;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0013;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;10X70;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0014;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;10X80;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/005-TILA-RDS01 # jhofer;23.03.2026;
10.10.0015;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;10X100;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;27.11.2013;
10.10.0016;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;10X120;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;MONT 6.0;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/004-JOS-NB05 # wmeyer;02.12.2021;
10.10.0017;6-KT-HOLZSCHRAUBEN;6-kt-Holzschrauben;12X100;DIN 571;0;;;;DIV;DIV;DIV;HW;verzinkt-blau;0;0;0;0;0;0;0;0;1;Stk.;;;;;;;;;;WAHR;WAHR;WAHR;0;0;0;0;0;0;1;;;1;;;;0;;;0;;;0;;;0;;;0;;;;;;;;;  -   -;  -   -;  -   -;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FALSCH;FALSCH;FALSCH;;;0;0;0;0;0;  -   -;  -   -;  -   -;;0;0;0;0;;;;0;0;1;0;0;0;;;;0;0;0;;0;0;0;0;;0;;;0;  -   -;  -   -;;;0;  -   -;;0;;0;0;;0;;0;0;0;FALSCH;;0;;0;;0;;0;;0;0;0;;0;0;0;;0;;0;;0;;0;FALSCH;0;0;0;0;;;;;;;;;;0;FALSCH;0;;FALSCH;FALSCH;  -   -;;;WAHR;;;;;;;;0;0;0;;;;;;;;;;;;;0;  -   -;  -   -;;;;  -   -;0;0;  -   -;0;FALSCH;0;WAHR;;;0;;0;;0;01/004-SRV-CTS-01 # rschuepbach;31.03.2010;01/010-SRV-CTS-01 # cad1;28.11.2013;
