stulinr;posnr;artnr;artsuch;variante;prioritaet;teil;aplabezug;menge;abstich;einheit;teil_aus;reststueck;restmm;ausschuss;stahl;htoleranz;bemmem;laenge;breite;anzahl;kostst;beistell;aus_cad;aus_lipl;antamgew;fixmenge;messingbas;freigabe;satzid;aplaid;ubox1;ubox2;ubox3;ubox4;ubox5;utext1;utext2;utext3;utext4;utext5;utext6;utext7;utext8;utext9;utext10;neu_datum;neu_user;aend_datum;aend_user
61.07.8080;100;10.10.01524;SECHSKANTMUTTER;;0;1;0;20;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442487005_4BM0PAN6L 63425280;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;110;10.10.01525;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442498705_4BM0PAW7L619311274;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;130;10.10.01527;6-KT-SCHRAUBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442528751_4BM0PBJE7134250713;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;140;10.10.01528;SECHSKANTMUTTER;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442541902_4BM0PBTJI770124735;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;170;61.07.8069;KOTFLÜGEL LINKS EA 240;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442555287_4BM0PC3VB502264301;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;190;61.07.8070;KOTFLÜGEL RECHTS EA 24;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442577283_4BM0PCKUB790955580;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;210;61.07.8071;ACHSE GEBREMST COMPACT;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442587875_4BM0PCT0J985634647;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;310;61.07.8077;AUFLAUFEINRICHTUNG HÖH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00442684689_4BM0PEVPT809042870;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;150;10.10.0089;6-KT-SCHRAUBEN;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00441708307_4JK0OTYC3451739951;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;320;61.07.8328;BAUGRP KOTFLÜGELHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00467523498_4JM1479GQ984097926;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;330;61.07.8329;BAUGRP KOTFLÜGELHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00467681740_4JM14ANKC 33043193;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;290;12.10.0021;DIN-ZUGÖSE, KZW30 / 20;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01059727006_4PU0ZK5NI199239364;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;120;10.10.1519;6-KT-SCHRAUBEN;;0;1;0;12;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00728550592_4S20GZXS0303577324;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;180;12.19.0040;NUMMER-RAHMEN VERCHROT;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00739460446_4S20NHRVI  2086600;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;200;12.19.0034;KENNZEICHENLEUCHTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00743260930_4S20PR8CI474358205;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;250;12.10.0055;RADSTOSSDÄMPFER AL-KO;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00756630787_4S20XPSLF627643601;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;260;12.10.0009;RADKEILHALTER;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00735435996_4S30L3IL8349664178;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;280;12.10.0008;RADKEIL;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00735800504_4S30LBBUG738250218;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;340;61.07.9912;BAUGRP STÜTZRADHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00747613915_4SE0SCJ4R485759394;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;270;12.90.0003;RAD MIT PNEU 205/65 R1;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00453323156_4SU0VQWES 72817079;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;285;12.10.0099;STÜTZRAD  800KG 73MM;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00453339838_4SU0VR9A6282012200;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;350;12.10.0103;ANSCHLUSSKABEL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00433232181_4U60JSA45589766996;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;22.05.2017;01/004-JOS-NB05 # r.schuepbach;22.05.2017;01/004-JOS-NB05 # r.schuepbach
61.07.8080;175;12.10.1016;GESTÄNGEHALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00545040057_54R0QTD4P275669198;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;14.02.2018;03/005-OPD-PC01 # ptheubet;14.02.2018;03/005-OPD-PC01 # ptheubet
61.07.8080;185;12.10.1006; FESTSTELLKNEBEL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00545089764_54R0QUFHG844662355;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;14.02.2018;03/005-OPD-PC01 # ptheubet;14.02.2018;03/005-OPD-PC01 # ptheubet
61.07.8080;220;12.19.1105;POSITIONSLEUCHTE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01034972956_59U0KTLB0 26481823;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;16.08.2018;03/010-JOS-PC02 # aschuepbach;16.08.2018;03/010-JOS-PC02 # aschuepbach
61.07.8080;300;10.10.2705;HAKENKOPFSCHRAUBE;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01037412590_5XE0M9VQM442698820;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;07.12.2020;03/010-JOS-PC02 # aschuepbach;07.12.2020;03/010-JOS-PC02 # aschuepbach
61.07.8080;335;61.07.9926;DISTANZPLATTE KOTFLÜG;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01037510009_5XE0MBYWQ377607556;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;07.12.2020;03/010-JOS-PC02 # aschuepbach;07.12.2020;03/010-JOS-PC02 # aschuepbach
61.07.8080;360;12.10.0047;AUSWEISBEHÄLTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01053893960_6690W34UG113452513;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;21.10.2021;03/010-JOS-PC02 # aschuepbach;21.10.2021;03/010-JOS-PC02 # aschuepbach
61.07.8086;10;10.10.0089;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459324342_4BN0ZBIYE714140357;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;30;10.10.0024;6-KT-MUTTERN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459380045_4BN0ZCPXP545936206;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;40;12.95.0013;BELÜFTUNGSFILTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459404599_4BN0ZD8VR173870164;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;50;12.62.0100;CR 13-20-1.5;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459416143_4BN0ZDHSF968663587;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;60;12.62.0001;VERSCHLUSSSCHRAUBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459441992_4BN0ZE1QG627190571;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;80;12.19.0047;BRIDE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459452507_4BN0ZE9UJ209547316;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;90;10.90.0003;HALBMUFFE R-203;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459467857_4BN0ZELOX290462796;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;100;40.40.3007;MESSINGROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459484050_4BN0ZEY6Q633843875;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;110;40.40.3008;MESSINGROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459496639_4BN0ZF7WF436882419;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;70;10.70.0012;POLYURETHANSCHLAUCH;;0;1;0;0,3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459554079_4BN0ZGG7Z 25477038;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;120;61.04.0110;SECHSKANTSCHRAUBE BEAR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459859098_4BN0ZMZKQ135221452;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;130;61.04.0106;SECHSKANTSCHRAUBE BEAR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459879378_4BN0ZNF82309955331;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;140;61.07.8082;BLECH UNTEN T;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459893542_4BN0ZNQ5I439246186;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;150;61.07.8083;BLECH OBEN T;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459915679_4BN0ZO78F852240313;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;160;50.46.0002;ROHR GEBOGEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459930374_4BN0ZOIKM906969132;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;170;40.30.2030;FLACHSTAHL INOX;;0;1;0;2;0;1;0;0;0;0;1.4301;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459939859_4BN0ZOPW3286714931;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;180;61.07.8085;ADDITIVTANK;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459951949_4BN0ZOZ7X 12090097;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;190;61.07.8084;TREIBSTOFFTANK LINKS;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00459962916_4BN0ZP7OK646979278;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;20;10.10.01294;U-SCHEIBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;01036975693_4CH0M0IML337331077;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;200;12.62.0111;KUPFER-DICHTRING;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461070120_4JN10CY08902122397;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;210;12.12.0012;ATAL VERSCHLUSSZAPFEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00461229232_4JN10GCS0 30205421;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8086;220;61.07.8415;TANKSTUTZENROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00145152140_5500QVRM4730842332;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.02.2018;03/001-JOS-NB09 # mbichsel;23.02.2018;03/001-JOS-NB09 # mbichsel
61.07.8086;230;61.07.8417;FLANSCH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00145287749_5500QYO91486061748;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.02.2018;03/001-JOS-NB09 # mbichsel;23.02.2018;03/001-JOS-NB09 # mbichsel
61.07.8086;240;40.30.3022;BOGEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00145773147_5500R92SB554136207;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.02.2018;03/001-JOS-NB09 # mbichsel;23.02.2018;03/001-JOS-NB09 # mbichsel
61.07.8086;250;61.07.8418;TROPFSCHUTZ;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00146792703_5500RUXHB230754610;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.02.2018;03/001-JOS-NB09 # mbichsel;23.02.2018;03/001-JOS-NB09 # mbichsel
61.07.8087;150;12.64.0001;STEUERGERÄT JCM-350-E0;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440526_4BN0ZZG7I925977266;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;10;10.10.0083;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440572_4BN0ZZG8U919868930;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;20;10.10.01032;ZK-SCHRAUBEN I-6-KT.;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440572_4BN0ZZG8W216048667;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;40;10.10.01037;ZK-SCHRAUBEN I-6-KT.;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440588_4BN0ZZG98655568675;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;50;10.10.1021;SENKSCHRAUBE;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440588_4BN0ZZG99604260810;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;60;10.10.01454;SK-SCHRAUBEN I-6-KT;;0;1;0;6;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440588_4BN0ZZG9A595542965;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;70;10.10.01391;U-SCHEIBE;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440588_4BN0ZZG9C 38245169;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;100;10.50.0013;BLINDNIETMUTTER M5;;0;1;0;13;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440588_4BN0ZZG9D395565079;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;110;10.50.0014;BLINDNIETMUTTER M6;;0;1;0;5;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440588_4BN0ZZG9E811533766;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;80;10.10.01451;U-SCHEIBEN SENKSCHRAUE;;0;1;0;6;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440604_4BN0ZZG9O841962273;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;120;10.80.0059;LÜFTER KZW20 STEUERPUL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440604_4BN0ZZG9P 33133248;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;130;10.48.2000;WETTERSCHUTZGITTER 150;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440604_4BN0ZZG9Q793712429;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
61.07.8087;30;10.10.01475;ZK-SCHRAUBEN I-6-KT.;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00460440604_4BN0ZZG9R 63667890;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/007-TILA-RDS01 # maschine;01.06.2017;01/007-TILA-RDS01 # maschine
