stulinr;posnr;artnr;artsuch;variante;prioritaet;teil;aplabezug;menge;abstich;einheit;teil_aus;reststueck;restmm;ausschuss;stahl;htoleranz;bemmem;laenge;breite;anzahl;kostst;beistell;aus_cad;aus_lipl;antamgew;fixmenge;messingbas;freigabe;satzid;aplaid;ubox1;ubox2;ubox3;ubox4;ubox5;utext1;utext2;utext3;utext4;utext5;utext6;utext7;utext8;utext9;utext10;neu_datum;neu_user;aend_datum;aend_user
61.05.4112;50;10.10.0044;6-KT-MUTTERN 0,8 D;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748656240_4TL0SYVE8 43090452;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;70;10.10.0067;6-KT-SCHRAUBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748694296_4TL0SZORC642318973;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;80;10.10.0947;U-SCHEIBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748734427_4TL0T0JQ3718594654;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;90;10.10.0112;6-KT-SCHRAUBEN;;0;1;0;3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748788601_4TL0T1PIX528757780;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;100;10.10.03062;6-KT-SCHRAUBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748808955_4TL0T258B990836535;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;110;10.10.0103;6-KT-SCHRAUBEN;;0;1;0;8;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748826093_4TL0T2IGD817094770;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;120;10.10.0667;SICHERUNGSRINGE FÜR WE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748852382_4TL0T32QM580051818;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;130;10.10.0934;U-SCHEIBEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748866127_4TL0T3DCF544057885;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;140;10.10.0938;U-SCHEIBEN;;0;1;0;3;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748924124_4TL0T4M3G982269040;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;150;10.10.0944;U-SCHEIBEN;;0;1;0;10;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748938472_4TL0T4X60436753906;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;170;61.05.4488;DISTANZHÜLSE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748962475_4TL0T5FOR859412353;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;180;61.05.4489;SUPPORT BOWDENZUG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748985928_4TL0T5XS8876681362;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;190;61.05.4490;ZAHNRAD;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749011299_4TL0T6HCZ857316369;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;200;61.05.4491;SPANNLEISTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749024309_4TL0T6RED177503757;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;210;61.05.4492;AUSRÜCKER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749035975_4TL0T70EF978078241;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;220;61.05.4493;BÜCHSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749048516_4TL0T7A2T188197703;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;230;61.05.4494;KEIL NA;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749061594_4TL0T7K62283855211;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;240;61.05.4495;SCHALTMUFFE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749079881_4TL0T7YA2872803712;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;250;61.05.4115;SCHIEBEWELLE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749180503_4TL0TA3X3703568262;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;260;61.05.4120;BAUGRP KASTEN;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00749192753_4TL0TADDD302281115;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;10;10.20.0087;FLANSCHLAGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00439482803_4TN0NI94J614170430;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;30;10.43.0039;FEDERNDES DRUCKSTÜCK,;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00439529030_4TN0NJ8SM799719366;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;160;61.05.4304;BOWDENZUG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00439570941_4TN0NK54T370974288;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;40;10.20.0086;FLANSCHLAGER;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00439628008_4TN0NLD60737002013;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;11;10.20.0089;FLANSCHLAGER;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00441142212_4TN0OHTJ8521935836;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;45;10.20.0088;RILLENKUGELLAGER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00453889662_4U10W31J2512048519;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4112;35;10.10.2696;ZYLINDERSTIFT;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00535599885_54R0L711Q405930505;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;14.02.2018;03/005-OPD-PC01 # ptheubet;14.02.2018;03/005-OPD-PC01 # ptheubet
61.05.4120;10;61.05.4121;SEITENWAND 1;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00757940416_4KF0YHV40 61460235;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;20;61.05.4122;SEITENWAND 2;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758157126_4KF0YMIBQ818223907;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;30;61.05.4123;BLECHKRAGEN 1;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758222171_4KF0YNWIK729719528;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;40;61.05.4124;BLECHKRAGEN 2;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758298025_4KF0YPJ1L 89542330;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;50;61.05.4125;RONDELLE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758385191_4KF0YREAV445466490;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;60;61.05.4126;MONTAGEPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758641854_4KF0YWWCE740052787;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;70;61.05.4127;BLECHKRAGEN 3;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758743143_4KF0YZ2I0165740227;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;80;61.05.4128;RONDELLE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00758858085_4KF0Z1J6T718143285;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4120;90;61.05.4496;STÜTZROHR;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748548081_4TL0SWJXT450442535;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;01.06.2017;01/004-JOS-NB05 # r.schuepbach;01.06.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;10;10.10.0046;6-KT-MUTTERN 0,8 D;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462206008_4T7111AGO936280460;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;20;10.10.01007;ZK-SCHRAUBEN I-6-KT.;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462216625_4T7111INL722717316;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;30;10.10.01041;ZK-SCHRAUBEN I-6-KT.;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462235544_4T7111X94875377705;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;40;10.10.01463;6-KT-SCHRAUBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462251022_4T7112972706597386;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;50;10.10.01266;6-KT-SCHRAUBEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462268363_4T7112MKR957151498;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;60;10.10.0636;SICHERUNGSRINGE FÜR BO;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462283439_4T7112Y7J920615594;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;70;10.10.0944;U-SCHEIBEN;;0;1;0;4;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462355762_4T7114I0I158135012;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;80;12.31.0017;SENSOR INDUKTIV;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462371104_4T7114TUO339857437;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;90;12.89.1000;LASTMESSBOLZEN 25KN Ø1;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462386036_4T71155DG246353884;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;100;10.20.0007;RILLENKUGELLAGER;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462401956_4T7115HNO218236079;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;110;61.05.4273;SEILROLLE LASTMESSUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462415202_4T7115RVM667373577;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;120;40.10.7665;SEGMENTSCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462515187_4T7117X0Z731208075;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;130;61.05.4274;DISTANZHÜLSE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462530906_4T711895M156781794;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;140;61.03.6055;LASTHÜLSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462548778_4T7118MY2197167100;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;150;61.05.4597;SICHERUNGSBLECH;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462563883_4T7118YLN 10584792;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;25.04.2018;03/005-OPD-PC01 # ptheubet
61.05.4129;160;61.05.4276;DISTANZHÜLSE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462577179_4T71198UZ296714990;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;170;61.05.4150;BAUGRP FANGHAKEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462589664_4T7119IHS183310981;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4129;180;61.05.4135;BAUGRP HALTER;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00462612479_4T711A03J820286821;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4132;10;61.05.4133;FANGHAKEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00747096309_4KH0S1FQT 67972724;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4132;20;61.05.4134;SCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00747194655_4KH0S3JMN225853455;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4135;10;61.05.4136;PLATTE;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748086214_4KH0SMNK6884040025;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4135;20;61.05.4137;STEGPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748268233_4KH0SQK09471012171;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4135;30;61.05.4138;WINKEL;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748344795_4KH0SS72Z850021023;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4135;40;61.05.4139;DECKPLATTE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00748410754_4KH0STLZ6102240042;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4143;10;40.10.8058;LASERTEIL SICHERUNG;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00739298332_4KI0NEASC374438815;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;19.02.2016;01/007-JOS-NB06 # p.hunziker;19.02.2016;01/007-JOS-NB06 # p.hunziker
61.05.4150;10;61.05.4151;SCHEIBE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00741218365_4KI0OJGAM786506823;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4150;20;61.05.4133;FANGHAKEN;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00741235092_4KI0OJT78258408782;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;23.05.2017;01/004-JOS-NB05 # r.schuepbach;23.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4157;20;10.10.0636;SICHERUNGSRINGE FÜR BO;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00744373230_4KI0QF2LQ780563590;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4157;30;10.20.0007;RILLENKUGELLAGER;;0;1;0;2;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00744476086_4KI0QH9YU143535900;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
61.05.4157;40;61.05.4158;DISTANZHÜLSE;;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;;FALSCH;FALSCH;FALSCH;0;FALSCH;;FALSCH;00744504704_4KI0QHW1S938424511;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;29.05.2017;01/004-JOS-NB05 # r.schuepbach;29.05.2017;01/004-JOS-NB05 # r.schuepbach
